original_index,location_name,latitude,longitude,city,state
5705,Green Lake County,43.80038,-89.04486,Green Lake,wisconsin
5709,State College,40.79339,-77.86,Oswego,new york
5710,Fort Bend County,29.52749,-95.77089,Oswego,new york
5710,Fort Ontario Cemetery,43.46833,-76.50583,Oswego,new york
5713,Lake Ontario,43.75012,-77.99951,Oswego,new york
5713,Fort Ontario Cemetery,43.46833,-76.50583,Oswego,new york
5714,Riverside County,33.74368,-115.99386,Oswego,new york
5723,Kennedy,37.92992,-121.25272,Perkinsville,new york
5726,Lake Champlain,44.57162,-73.314,Plattsburgh,new york
5726,Georgia Pacific Wildlife Management Area,32.87791,-91.97513,Plattsburgh,new york
5728,Plattsburgh,44.69949,-73.45291,Plattsburgh,new york
5729,Plattsburgh,44.69949,-73.45291,Plattsburgh,new york
5730,Plattsburgh,44.69949,-73.45291,Plattsburgh,new york
5731,Plattsburgh,44.69949,-73.45291,Plattsburgh,new york
5732,Plattsburgh,44.69949,-73.45291,Plattsburgh,new york
5733,Plattsburgh,44.69949,-73.45291,Plattsburgh,new york
5737,Whitnall Park,42.9314,-88.03314,Greenfield,wisconsin
5737,City of Greenfield Town,42.61402,-72.59855,Greenfield,wisconsin
5739,Village of Hartland,43.10184,-88.34093,Hartland,wisconsin
5740,Jinjiang Inn Fuzhou Train Station,26.10953,119.32044,Haugen,wisconsin
5740,Village of Haugen,45.60786,-91.77884,Haugen,wisconsin
5741,Hayward,37.66882,-122.0808,Hayward,wisconsin
5742,Village of Hilbert,44.14197,-88.16067,Hilbert,wisconsin
5744,Sankt Hubertus,53.82021,10.72952,Hubertus,wisconsin
5744,Hounds Creek District,36.98566,-78.09156,Hubertus,wisconsin
5744,Pitt Basement Field,37.57917,-77.54139,Hubertus,wisconsin
5744,Village of Fox Point,43.15818,-87.90145,Hubertus,wisconsin
5746,City of Oak Hill,36.07348,-86.78555,Janesville,wisconsin
5748,Rock County,43.67463,-96.25321,Janesville,wisconsin
5749,Jefferson City,38.5767,-92.17352,Jefferson,wisconsin
5749,Paradise Road Cemetery,18.41594,-77.54562,Jefferson,wisconsin
5754,Mount Pleasant,43.59781,-84.76751,Kenosha,wisconsin
5754,Kenosha County,42.5728,-87.83981,Kenosha,wisconsin
5756,County Road 111 Colonia,27.7553,-98.23723,Keshena,wisconsin
5759,Kewaunee County,44.48279,-87.51434,Kewaunee,wisconsin
5759,Wisconsin,44.50024,-90.00041,Kewaunee,wisconsin
5761,La Crosse County,43.90653,-91.11522,La Crosse,wisconsin
5762,La Crosse County,43.90653,-91.11522,La Crosse,wisconsin
5763,Port Chester,41.00176,-73.66568,Port Chester,new york
5765,Port Washington,43.38722,-87.87564,Port Washington,new york
5774,Williamson County,37.73025,-88.92994,Pultneyville,new york
5774,Lake Ontario,43.75012,-77.99951,Pultneyville,new york
5776,Mount Carmel,38.41088,-87.76142,Putnam,new york
5776,Putnam County,41.42666,-73.74951,Putnam,new york
5778,Fort Totten,47.98,-98.9929,Queens,new york
5779,Flushing,43.06308,-83.85107,Queens,new york
5780,Jamaica,18.16667,-77.25,Queens,new york
5785,El Rancho,35.88919,-106.07975,Ladysmith,wisconsin
5786,Village of Lake Delton,43.59363,-89.78582,Lake Delton,wisconsin
5787,Lake Geneva,42.59168,-88.43343,Lake Geneva,wisconsin
5787,City of Chicago,41.83691,-87.68475,Lake Geneva,wisconsin
5788,Lake Geneva,42.59168,-88.43343,Lake Geneva,wisconsin
5795,Madison,43.07305,-89.40123,Madison,wisconsin
5795,Memorial Union,38.54241,-121.74941,Madison,wisconsin
5799,Manitowoc County,44.09054,-87.69974,Manitowoc,wisconsin
5808,Town of Marshfield,42.11313,-70.71035,Marshfield,wisconsin
5808,Bibb Old County Hall (historical),32.94512,-86.99833,Marshfield,wisconsin
5809,McFarland,35.67801,-119.22927,McFarland,wisconsin
5811,Valley Road,45.66102,-63.9832,Menasha,wisconsin
5811,Menasha,44.20221,-88.4465,Menasha,wisconsin
5814,Main Street City Park,45.42928,-122.77482,Menomonee Falls,wisconsin
5814,Menomonee Falls,43.1789,-88.11731,Menomonee Falls,wisconsin
5815,Red Creek,43.24729,-76.72356,Red Creek,new york
5818,White Nile,13.5,32.4,Rochester,new york
5822,Town of Rochester,41.75998,-70.83849,Rochester,new york
5825,Fort Stanwix National Monument,43.21053,-75.45558,Rome,new york
5826,Rome,41.89193,12.51133,Rome,new york
5828,Lake Ontario,43.75012,-77.99951,Sackets Harbor,new york
5829,Kalanga Battle Field,30.3444,78.09982,Sackets Harbor,new york
5829,Sackets Harbor,43.94617,-76.11909,Sackets Harbor,new york
5830,Madison,43.07305,-89.40123,Sackets Harbor,new york
5831,Saratoga County,43.10738,-73.8639,Saratoga Springs,new york
5832,Saratoga County,43.10738,-73.8639,Saratoga Springs,new york
5833,Saratoga County,43.10738,-73.8639,Saratoga Springs,new york
5837,Mequon,43.21555,-88.03001,Mequon,wisconsin
5837,Milwaukee,43.0389,-87.90647,Mequon,wisconsin
5838,City of Chicago,41.83691,-87.68475,Merrill,wisconsin
5838,Merrill,45.18052,-89.68346,Merrill,wisconsin
5839,Merrill,45.18052,-89.68346,Merrill,wisconsin
5843,Marche-en-Famenne,50.21419,5.34641,Milwaukee,wisconsin
5843,Milwaukee Area Technical College,43.04359,-87.92082,Milwaukee,wisconsin
5843,Milwaukee,43.0389,-87.90647,Milwaukee,wisconsin
5844,Grand Avenue Park,34.15834,-117.99173,Milwaukee,wisconsin
5847,Milwaukee,43.0389,-87.90647,Milwaukee,wisconsin
5853,Milwaukee,43.0389,-87.90647,Milwaukee,wisconsin
5856,Shark River Hills,40.194,-74.04875,Milwaukee,wisconsin
5856,Milwaukee,43.0389,-87.90647,Milwaukee,wisconsin
5857,South Milwaukee,42.91057,-87.86064,Milwaukee,wisconsin
5857,Milwaukee,43.0389,-87.90647,Milwaukee,wisconsin
5859,Milwaukee,43.0389,-87.90647,Milwaukee,wisconsin
5861,Milwaukee,43.0389,-87.90647,Milwaukee,wisconsin
5861,Blackbeard Castle,18.3444,-64.92653,Milwaukee,wisconsin
5862,Milwaukee,43.0389,-87.90647,Milwaukee,wisconsin
5862,Wisconsin,44.50024,-90.00041,Milwaukee,wisconsin
5865,Monroe County,43.16512,-77.63626,Monroe,wisconsin
5866,City of Lowell,42.63887,-71.32171,Schenectady,new york
5871,City of Mill Creek,47.86314,-122.20372,Seneca,new york
5872,Town of Seneca Falls,42.91365,-76.79041,Seneca Falls,new york
5879,Staten Island,40.56233,-74.13986,Staten Island,new york
5880,Staten Island,40.56233,-74.13986,Staten Island,new york
5881,Staten Island,40.56233,-74.13986,Staten Island,new york
5882,Staten Island,40.56233,-74.13986,Staten Island,new york
5883,Staten Island,40.56233,-74.13986,Staten Island,new york
5884,Staten Island,40.56233,-74.13986,Staten Island,new york
5885,Staten Island,40.56233,-74.13986,Staten Island,new york
5886,Staten Island,40.56233,-74.13986,Staten Island,new york
5887,Staten Island,40.56233,-74.13986,Staten island,new york
5887,Fort Wadsworth,40.60113,-74.05738,Staten island,new york
5888,Staten Island,40.56233,-74.13986,Staten Island,new york
5889,Staten Island,40.56233,-74.13986,Staten Island,new york
5890,Staten Island,40.56233,-74.13986,Staten Island,new york
5891,Richmond,37.55376,-77.46026,Staten Island,new york
5891,Richmond Town,12.96339,77.60253,Staten Island,new york
5891,Staten Island,40.56233,-74.13986,Staten Island,new york
5892,Staten Island,40.56233,-74.13986,Staten Island,new york
5893,Staten Island,40.56233,-74.13986,Staten Island,new york
5893,Tottenville,40.50858,-74.23724,Staten Island,new york
5894,Staten Island,40.56233,-74.13986,Staten Island,new york
5895,Mukwonago,42.86668,-88.33343,Mukwonago,wisconsin
5898,New Richmond,45.12302,-92.53659,New Richmond,wisconsin
5899,Oak Creek,42.88585,-87.86314,Oak Creek,wisconsin
5899,Bender Park,32.69734,-103.1516,Oak Creek,wisconsin
5900,Oak Creek,42.88585,-87.86314,Oak Creek,wisconsin
5901,Oak Creek,42.88585,-87.86314,Oak Creek,wisconsin
5902,Rainbow City,33.95482,-86.04192,Ojibwa,wisconsin
5903,Oconomowoc,43.11167,-88.49927,Oconomowoc,wisconsin
5903,Fowler Lake Park,43.11473,-88.49177,Oconomowoc,wisconsin
5904,Lac Region,13.5,14.5,Oconomowoc,wisconsin
5907,Veterans Park,-35.2769,149.13021,Oostburg,wisconsin
5907,Oostburg,51.32583,3.4875,Oostburg,wisconsin
5910,Oshkosh,44.02471,-88.54261,Oshkosh,wisconsin
5912,Park Falls,45.9344,-90.44155,Park Falls,wisconsin
5913,Phillips County,34.42829,-90.84802,Phillips,wisconsin
5914,The Colony Club Harbor,41.55422,-82.85463,Pipe,wisconsin
5914,Paraje el Pipe,16.97306,-96.71028,Pipe,wisconsin
5915,City of Plainfield,40.61528,-74.41588,Plainfield,wisconsin
5920,Portage County,41.16768,-81.1974,Portage,wisconsin
5920,Eden Church Road Mobile Park,30.49078,-90.92111,Portage,wisconsin
5924,Staten Island,40.56233,-74.13986,Staten Island,new york
5925,Staten Island,40.56233,-74.13986,Staten Island,new york
5925,Staten Island,40.56233,-74.13986,Staten Island,new york
5928,Stony Brook,40.92565,-73.14094,Stony Brook,new york
5930,Steuben County,42.26781,-77.3838,Steuben,new york
5933,Suffolk County,42.3555,-71.06575,Suffolk County,new york
5934,Irvington,37.88034,-86.28386,Sunnyside,new york
5934,Sunnyside,46.32374,-120.00865,Sunnyside,new york
5934,Washington,47.50012,-120.50147,Sunnyside,new york
5936,City of Sylvan Lake,42.61701,-83.33309,Sylvan Beach,new york
5942,Split Rock Dam,-30.19343,120.6128,Syracuse,new york
5952,Racine County,42.72987,-87.81235,Racine,wisconsin
5952,Pritchard Park,-28.8049,153.2776,Racine,wisconsin
5962,Ripon,54.13579,-1.52826,Ripon,wisconsin
5963,Rock Island State Park,45.41804,-86.81818,Rock Island,wisconsin
5963,Rock Island County,41.46733,-90.56743,Rock Island,wisconsin
5964,Rosendale,40.04444,-94.8208,Rosendale,wisconsin
5967,Federal Republic of Germany,51.5,10.5,Saint Nazianz,wisconsin
5968,Shawano County,44.78915,-88.76544,Shawano,wisconsin
5971,Washington,47.50012,-120.50147,Sheboygan,wisconsin
5974,Sheboygan County,43.75622,-87.79999,Sheboygan,wisconsin
5975,Eagle River,61.32139,-149.56778,Sheboygan Falls,wisconsin
5979,White Pine County,39.44216,-114.90159,Troy,new york
5979,Forest Park,33.62205,-84.36909,Troy,new york
5980,Frear Park,42.7448,-73.67345,Troy,new york
5987,City of Utica,43.09608,-75.22611,Utica,new york
5990,Trenton,40.21705,-74.74294,Utica,new york
5991,Queens,40.68149,-73.83652,Valley Stream,new york
5994,Victor Harbor,-35.51605,138.5461,Victor,new york
6003,Hidden Valley Lake,38.80796,-122.55832,Watkins Glen,new york
6004,Westchester County,41.15148,-73.75339,Westchester,new york
6004,White Nile,13.5,32.4,Westchester,new york
6005,Yorktown Heights,41.27093,-73.77763,Westchester,new york
6008,Joe Gqabi District Municipality,-30.94178,27.06053,Stockbridge,wisconsin
6008,Lakeshore Drive Baptist Church,34.72426,-92.34404,Stockbridge,wisconsin
6009,Stoughton,42.91695,-89.21789,Stoughton,wisconsin
6010,Stoughton,42.91695,-89.21789,Stoughton,wisconsin
6012,Burkina Faso,12.5,-1.66667,Superior,wisconsin
6016,Hunting Lodge,39.41927,-76.52497,Wascott,wisconsin
6016,Town of Wascott,46.20053,-91.80075,Wascott,wisconsin
6017,Washington Island Airstrip,4.69611,-160.39389,Washington Island,wisconsin
6018,Washington Island Airstrip,4.69611,-160.39389,Washington Island,wisconsin
6019,County Waterford,52.23999,-7.14386,Waterford,wisconsin
6022,Wisconsin,44.50024,-90.00041,Waukesha,wisconsin
6025,Bernie Thompson Park,-32.72157,152.17212,Watertown,new york
6030,Williamson County,37.73025,-88.92994,Wayne,new york
6031,West Bengal,24.0,88.0,West Babylon,new york
6031,West Babylon,40.71816,-73.35429,West Babylon,new york
6032,West Babylon,40.71816,-73.35429,West Babylon,new york
6032,South Bay,26.66396,-80.71617,West Babylon,new york
6033,West Hempstead,40.70482,-73.65013,West Hempstead,new york
6034,West Islip,40.70621,-73.30623,West Islip,new york
6038,Hudson County,40.73094,-74.07594,Wingdale,new york
6041,Wyoming,43.00024,-107.5009,Wyoming County,new york
6042,Yonkers,40.93121,-73.89875,Yonkers,new york
6042,Lee Avenue Baptist Church,32.80298,-97.35727,Yonkers,new york
6043,Oakland County,42.66041,-83.3858,Yonkers,new york
6045,Youngstown,41.09978,-80.64952,Youngstown,new york
6045,Lake Ontario,43.75012,-77.99951,Youngstown,new york
6047,Town of Rib Mountain,44.90141,-89.68317,Wausau,wisconsin
6047,Wausau,44.95914,-89.63012,Wausau,wisconsin
6049,Wauwatosa,43.04946,-88.00759,Wauwatosa,wisconsin
6049,Milwaukee County,43.02172,-87.92908,Wauwatosa,wisconsin
6050,Potter's Field,43.19225,-85.1628,Wauwatosa,wisconsin
6050,Wauwatosa,43.04946,-88.00759,Wauwatosa,wisconsin
6050,Milwaukee County,43.02172,-87.92908,Wauwatosa,wisconsin
6051,West Allis,43.01668,-88.00703,West Allis,wisconsin
6052,West Allis,43.01668,-88.00703,West Allis,wisconsin
6053,West Bend,43.42528,-88.18343,West Bend,wisconsin
6054,West Bend,43.42528,-88.18343,West Bend,wisconsin
6055,West De Pere,44.44555,-88.07538,West De Pere,wisconsin
6056,Fairchild Air Force Base,47.61879,-117.64826,Westby,wisconsin
6056,Village of Fairchilds,29.43975,-95.77759,Westby,wisconsin
6057,Weyauwega,44.32137,-88.93372,Weyauwega,wisconsin
6057,Marsh Road Baptist Church,38.61709,-77.25858,Weyauwega,wisconsin
6065,Tuttle Lake,41.63339,-80.48979,Wild Rose,wisconsin
6066,Wisconsin Dells,43.62748,-89.77096,Wisconsin Dells,wisconsin
6067,Wisconsin Rapids,44.38358,-89.81735,Wisconsin Rapids,wisconsin
6068,Wisconsin Rapids,44.38358,-89.81735,Wisconsin Rapids,wisconsin
6068,Shanghai,31.22222,121.45806,Wisconsin Rapids,wisconsin
6069,Wood County,39.21113,-81.51497,Wood County,wisconsin
6073,Plum Creek Specialty Hospital,35.21869,-101.90217,Algona,iowa
6074,Floyd River,42.48305,-96.3917,Alton,iowa
6074,Town of Alton,43.49071,-71.24634,Alton,iowa
6076,Iowa,42.00027,-93.50049,Ames,iowa
6076,Woodie Woodie Airport,-21.6628,121.234,Ames,iowa
6079,Town of Avon,41.79067,-72.85384,Avon,iowa
6081,Jeff Davis County,31.8056,-82.63694,Bloomfield,iowa
6084,Des Moines,41.60054,-93.60911,Boone,iowa
6084,Boone County,36.30859,-93.0915,Boone,iowa
6086,Burlington County,39.87769,-74.6682,Burlington,iowa
6096,Mount Mercy Cemetery,41.54504,-87.39726,Cedar Rapids,iowa
6097,City of Oak Hill,36.07348,-86.78555,Cedar Rapids,iowa
6098,Parkers Grove Methodist Church,34.11399,-85.71024,Cedar Rapids,iowa
6098,Cedar Rapids,42.00833,-91.64407,Cedar Rapids,iowa
6102,Iron Hill (historical),40.60843,-75.34296,Charles City,iowa
6103,Riverside County,33.74368,-115.99386,Charles City,iowa
6109,Elk Grove,38.4088,-121.37162,Coon Rapids,iowa
6112,Lewis and Clark County,47.12234,-112.39035,Council Bluffs,iowa
6114,Dakota City,42.72219,-94.19718,Dakota City,iowa
6114,Des Moines,41.60054,-93.60911,Dakota City,iowa
6114,South Dakota,44.50026,-100.25069,Dakota City,iowa
6114,Humboldt County,40.70501,-123.91582,Dakota City,iowa
6118,Davenport,41.52364,-90.57764,Davenport,iowa
6119,Davenport,41.52364,-90.57764,Davenport,iowa
6122,Town of Mars Hill,46.55424,-67.84723,Davis County,iowa
6122,Iowa,42.00027,-93.50049,Davis County,iowa
6126,Des Moines,41.60054,-93.60911,Des Moines,iowa
6127,Des Moines,41.60054,-93.60911,Des Moines,iowa
6127,Des Moines International Airport,41.53934,-93.6586,Des Moines,iowa
6128,Des Moines,41.60054,-93.60911,Des Moines,iowa
6128,Des Moines International Airport,41.53934,-93.6586,Des Moines,iowa
6129,Des Moines,41.60054,-93.60911,Des Moines,iowa
6130,Des Moines,41.60054,-93.60911,Des Moines,iowa
6131,Des Moines,41.60054,-93.60911,Des Moines,iowa
6132,Des Moines,41.60054,-93.60911,Des Moines,iowa
6133,Des Moines,41.60054,-93.60911,Des Moines,iowa
6134,Des Moines,41.60054,-93.60911,Des Moines,iowa
6134,Polk County,41.6855,-93.57353,Des Moines,iowa
6135,Des Moines,41.60054,-93.60911,Des Moines,iowa
6136,Terrace Hill,43.15194,-80.26889,Des Moines,iowa
6136,Des Moines,41.60054,-93.60911,Des Moines,iowa
6143,Estherville,43.40163,-94.83276,Estherville,iowa
6143,Forest Ridge,-27.96294,151.02716,Estherville,iowa
6146,City of Oak Hill,36.07348,-86.78555,Estherville,iowa
6148,Fort Dodge,42.49747,-94.16802,Fort Dodge,iowa
6149,Fort Dodge,42.49747,-94.16802,Fort Dodge,iowa
6150,Fort Dodge,42.49747,-94.16802,Fort Dodge,iowa
6150,Hawkeye,42.93859,-91.95017,Fort Dodge,iowa
6151,Fort Dodge,42.49747,-94.16802,Fort Dodge,iowa
6152,Historic Northern Iowa State Historical Marker,43.17579,-93.35437,Fort Madison,iowa
6152,Fort Madison,40.62976,-91.31515,Fort Madison,iowa
6153,Keg Creek State Park,33.64458,-82.28651,Glenwood,iowa
6154,Des Moines,41.60054,-93.60911,Grinnell,iowa
6160,Iowa City,41.66113,-91.53017,Iowa City,iowa
6161,Iowa City,41.66113,-91.53017,Iowa City,iowa
6162,Iowa City,41.66113,-91.53017,Iowa City,iowa
6163,Iowa City,41.66113,-91.53017,Iowa City,iowa
6164,Iowa Falls,42.52248,-93.25131,Iowa Falls,iowa
6165,Iowa Falls,42.52248,-93.25131,Iowa Falls,iowa
6166,North Carolina,35.50069,-80.00032,Johnson County,iowa
6167,Little Africa,35.16734,-82.02678,Kossuth,iowa
6167,Fort Worth,32.72541,-97.32085,Kossuth,iowa
6168,Salt Lake City,40.76078,-111.89105,Lake City,iowa
6168,Rainbow City,33.95482,-86.04192,Lake City,iowa
6176,Riverside County,33.74368,-115.99386,Marshalltown,iowa
6177,Mason City,43.15357,-93.20104,Mason City,iowa
6180,Iowa,42.00027,-93.50049,Mitchellville,iowa
6181,Mount Ayr,40.95198,-87.29919,Mount Ayr,iowa
6182,Mount Pleasant,43.59781,-84.76751,Mount Pleasant,iowa
6182,Kentucky,38.20042,-84.87762,Mount Pleasant,iowa
6183,Mount Pleasant,43.59781,-84.76751,Mount Pleasant,iowa
6186,Muscatine County,41.48392,-91.11276,Muscatine,iowa
6187,Muscatine County,41.48392,-91.11276,Muscatine,iowa
6187,Mecklenburg-Western Pomerania,53.83333,12.5,Muscatine,iowa
6188,Nevada,39.25021,-116.75119,Nevada,iowa
6189,New Providence,40.69843,-74.40154,New Providence,iowa
6190,New Virginia,41.18222,-93.72883,New Virginia,iowa
6192,North Liberty,41.74918,-91.59795,North Liberty,iowa
6193,Pacific Junction,41.01861,-95.79917,Pacific Junction,iowa
6194,Pleasant Ridge,42.47115,-83.14215,Palo,iowa
6196,City of Pleasant Hill,41.57253,-93.48689,Polk,iowa
6196,Jonotal Azteca,20.67185,-98.10546,Polk,iowa
6197,Polk County,41.6855,-93.57353,Polk,iowa
6199,Iowa,42.00027,-93.50049,Oakdale,iowa
6200,Youngberg,33.45894,-111.48735,Oskaloosa,iowa
6202,Town of Mars Hill,46.55424,-67.84723,Ottumwa,iowa
6202,Town of Mars Hill,46.55424,-67.84723,Ottumwa,iowa
6204,Riverside County,33.74368,-115.99386,Riverside,iowa
6210,Sioux County,43.08262,-96.17788,Sioux city,iowa
6212,Graceland Park,42.77231,-71.15978,Sioux City,iowa
6215,Morningside,32.86108,-104.39705,Sioux City,iowa
6221,St. Ansgar,53.12095,9.78624,St. Ansgar,iowa
6230,Van Meter,41.53193,-93.95412,Van Meter,iowa
6234,South End Park,-33.4735,151.4346,Wapello,iowa
6234,Wapello County,41.03058,-92.40945,Wapello,iowa
6236,Hamilton County,39.19553,-84.54277,Webster City,iowa
6237,West Union,38.79452,-83.54519,West Union,iowa
6240,Concord University,37.42416,-81.00536,Athens,west virginia
6245,Bluefield,37.26984,-81.22232,Bluefield,west virginia
6247,Buckhannon,38.99399,-80.23203,Buckhannon,west virginia
6252,Charleston,38.34982,-81.63262,Charleston,west virginia
6252,West Virginia,38.50038,-80.50009,Charleston,west virginia
6252,South Hills,46.55674,-111.99765,Charleston,west virginia
6252,West Virginia,38.50038,-80.50009,Charleston,west virginia
6253,Charleston,38.34982,-81.63262,Charleston,west virginia
6254,Charleston,38.34982,-81.63262,Charleston,west virginia
6255,Charleston,38.34982,-81.63262,Charleston,west virginia
6259,2nd Arrondissement,6.3871,2.45946,Ellenborro,west virginia
6261,Falling Waters,39.55926,-77.89083,Falling Waters,west virginia
6272,Harpers Ferry,39.32538,-77.73888,Harper's Ferry,west virginia
6276,Irish Mountain,45.50015,-62.59863,Hinton,west virginia
6277,Lebanon,33.83333,35.83333,Hodgesville,west virginia
6277,Hackers Creek,39.18371,-80.02814,Hodgesville,west virginia
6281,River Nile,19.0,33.2,Huntington,west virginia
6282,Sandy Point Town,17.35908,-62.84858,Iaeger,west virginia
6282,Iaeger,37.46456,-81.81373,Iaeger,west virginia
6285,Lewisburg,35.44924,-86.78889,Lewisburg,west virginia
6286,Logan County,40.72468,-103.1101,Logan,west virginia
6287,Logan County,40.72468,-103.1101,Logan County,west virginia
6290,Mason County,40.23965,-89.91678,Mason County,west virginia
6291,Mason County,40.23965,-89.91678,Mason County,west virginia
6292,Mason County,40.23965,-89.91678,Mason County,west virginia
6293,Mason County,40.23965,-89.91678,Mason County,west virginia
6296,Monongalia County,39.63028,-80.04654,Monongalia County,west virginia
6298,West Virginia,38.50038,-80.50009,Morgantown,west virginia
6299,West Virginia,38.50038,-80.50009,Morgantown,west virginia
6300,Morgantown,39.62953,-79.9559,Morgantown,west virginia
6300,Cheat Lake,39.67202,-79.85339,Morgantown,west virginia
6303,Tunnel City,44.00719,-90.56569,North Bend State Park,west virginia
6309,Scotland,56.0,-4.0,Parkersburg,west virginia
6312,Village of Hanging Rock,38.55997,-82.72751,Philippi,west virginia
6314,Pineville,36.76203,-83.69492,Pineville,west virginia
6315,Droop Mountain Battlefield State Park,38.11206,-80.27146,Pocahontas County,west virginia
6316,Ohio,40.25034,-83.00018,Point Pleasant,west virginia
6316,Brooke'S Point,8.85077,117.81615,Point Pleasant,west virginia
6318,Raleigh County,37.77136,-81.24863,Raleigh County,west virginia
6319,Raleigh County,37.77136,-81.24863,Raleigh County,west virginia
6320,Randolph County,38.05212,-89.82531,Randolph County,west virginia
6320,Mingo County,37.7264,-82.13476,Randolph County,west virginia
6323,Michigan Avenue Bridge,42.87161,-78.87269,Shrewsbury,west virginia
6324,City of Lowell,42.63887,-71.32171,Summers Co,west virginia
6334,Blue Mountains Municipality,-33.63203,150.41293,Roane County,west virginia
6339,Wheeling,40.06396,-80.72091,Wheeling,west virginia
6340,Tunnel City,44.00719,-90.56569,Wheeling,west virginia
6342,Kates Mountain,37.76401,-80.30146,White Sulphur Springs,west virginia
6342,White Nile,13.5,32.4,White Sulphur Springs,west virginia
6343,Wildcat,51.2168,-114.65202,Wildcat,west virginia
6345,Wyoming,43.00024,-107.5009,Wyoming County,west virginia
6348,Washington Park,26.13259,-80.18116,Alamogordo,new mexico
6352,Desert Sands Mobile Home Park,33.25532,-116.39612,Albuquerque,new mexico
6357,New Mexico,34.50034,-106.00085,Albuquerque,new mexico
6366,Kingdom of Spain,40.0,-4.0,Alcalde,new mexico
6367,Washington,47.50012,-120.50147,Anthony,new mexico
6370,Stann Creek District,16.83333,-88.46667,Bayard,new mexico
6372,Los Cerrillos,35.43664,-106.12963,Cerrillos,new mexico
6372,Santa Fe Province,-31.0,-61.0,Cerrillos,new mexico
6372,Santa Fe Province,-31.0,-61.0,Cerrillos,new mexico
6376,Clovis,36.82523,-119.70292,Clovis,new mexico
6382,Northwestern United States,46.13125,-113.23778,Deming,new mexico
6387,Fort Bayard,32.79619,-108.15032,Fort Bayard,new mexico
6387,New Zealand,-42.0,174.0,Fort Bayard,new mexico
6388,Fort Wingate,35.4678,-108.54119,Fort Wingate,new mexico
6388,Fort Bend County,29.52749,-95.77089,Fort Wingate,new mexico
6391,Montecarlo,43.85125,10.66831,Grants,new mexico
6393,Las Cruces,32.31232,-106.77834,Las Cruces,new mexico
6394,El Patio,6.28111,-75.6646,Las Cruces,new mexico
6394,Las Cruces,32.31232,-106.77834,Las Cruces,new mexico
6395,Las Cruces,32.31232,-106.77834,Las Cruces,new mexico
6397,La Luz,32.97787,-105.94193,La Luz,new mexico
6398,La Luz,32.97787,-105.94193,La Luz,new mexico
6399,Los Alamos County,35.86937,-106.30729,Los Alamos,new mexico
6400,Provincia de Los Ríos,-1.41667,-79.58333,Los Alamos,new mexico
6400,Los Alamos County,35.86937,-106.30729,Los Alamos,new mexico
6401,Los Lunas,34.80617,-106.73336,Los Lunas,new mexico
6402,Comunidad de Madrid,40.42526,-3.69063,Madrid,new mexico
6402,New Mexico,34.50034,-106.00085,Madrid,new mexico
6402,Mexico,23.0,-102.0,Madrid,new mexico
6403,Mescalero,33.15759,-105.77415,Mescalero,new mexico
6404,Peppers Plain,-36.15,142.15,Mesilla,new mexico
6405,Santa Fe Province,-31.0,-61.0,Montezuma,new mexico
6410,New Mexico,34.50034,-106.00085,Roswell,new mexico
6413,Bonita Lake,45.52278,-78.72262,Ruidoso,new mexico
6414,Hale Lake Dam,39.95669,-93.16021,Ruidoso Downs,new mexico
6415,Santa Fe Province,-31.0,-61.0,Santa Fe,new mexico
6416,Santa Fe Province,-31.0,-61.0,Santa Fe,new mexico
6417,Santa Fe Province,-31.0,-61.0,Santa Fe,new mexico
6418,Santa Fe Province,-31.0,-61.0,Santa Fe,new mexico
6419,Santa Fe Province,-31.0,-61.0,Santa Fe,new mexico
6420,Santa Fe Province,-31.0,-61.0,Santa Fe,new mexico
6421,Santa Fe Province,-31.0,-61.0,Santa Fe,new mexico
6426,Arlington County,38.87862,-77.10096,Arlington,washington
6426,Eagle Creek,-35.61948,144.1401,Arlington,washington
6428,Town of Auburn,42.19724,-71.84527,Auburn,washington
6429,Town of Auburn,42.19724,-71.84527,Auburn,washington
6430,Town of Auburn,42.19724,-71.84527,Auburn,washington
6433,Mount Baker,47.57843,-122.28957,Bellingham,washington
6435,Bellingham,48.75955,-122.48822,Bellingham,washington
6438,Jericho,31.86667,35.45,Beverly,washington
6438,Milwaukee,43.0389,-87.90647,Beverly,washington
6443,Chester County,39.97314,-75.74845,Bremerton,washington
6444,Provincie Zuid-Holland,52.0,4.66667,Bremerton,washington
6444,Holland Road Chapel,36.83904,-76.15021,Bremerton,washington
6444,Bremerton,47.56732,-122.63264,Bremerton,washington
6447,Carnation,47.64788,-121.91401,Carnation,washington
6449,Holland Road Chapel,36.83904,-76.15021,Central Kitsap,washington
6449,Central Kitsap Fire and Rescue Station 41 Meadowdale,47.63284,-122.63686,Central Kitsap,washington
6456,Cascade,-4.66667,55.48333,Curlew,washington
6457,City of Dayton,39.77975,-84.19981,Dayton,washington
6457,Kulnura Pioneer Park,-33.226,151.2232,Dayton,washington
6460,East Wenatchee,47.41568,-120.29313,East Wenatchee,washington
6461,Edmonds,47.81065,-122.37736,Edmonds,washington
6468,Everett,47.97898,-122.20208,Everett,washington
6469,Everett,47.97898,-122.20208,Everett,washington
6471,Airport Road Addition,27.22004,-98.09945,Everett,washington
6471,Mallard,42.93636,-94.6822,Everett,washington
6471,Everett,47.97898,-122.20208,Everett,washington
6473,Everett,47.97898,-122.20208,Everett,washington
6474,Everett,47.97898,-122.20208,Everett,washington
