original_index,location_name,latitude,longitude,city,state
2039,Departamento de San José,-34.25,-56.75,San Jose,california
2040,Departamento de San José,-34.25,-56.75,San Jose,california
2040,Democratic Republic of the Congo,-2.5,23.5,San Jose,california
2041,Departamento de San José,-34.25,-56.75,San Jose,california
2042,Departamento de San José,-34.25,-56.75,San Jose,california
2043,Departamento de San José,-34.25,-56.75,San Jose,california
2043,El Rancho,35.88919,-106.07975,San Jose,california
2044,Departamento de San José,-34.25,-56.75,San Jose,california
2045,Departamento de San José,-34.25,-56.75,San Jose,california
2046,Stann Creek District,16.83333,-88.46667,San Jose,california
2046,Departamento de San José,-34.25,-56.75,San Jose,california
2047,Departamento de San José,-34.25,-56.75,San Jose,california
2048,Departamento de San José,-34.25,-56.75,San Jose,california
2049,Departamento de San José,-34.25,-56.75,San Jose,california
2050,Piedmont Hills Shopping Center,37.398,-121.84773,San Jose,california
2050,Departamento de San José,-34.25,-56.75,San Jose,california
2051,Departamento de San José,-34.25,-56.75,San Jose,california
2052,Departamento de San José,-34.25,-56.75,San Jose,california
2052,Village of Silver Creek,37.03939,-94.4691,San Jose,california
2053,Departamento de San José,-34.25,-56.75,San Jose,california
2054,Departamento de San José,-34.25,-56.75,San Jose,california
2055,San Juan Capistrano,33.50169,-117.66255,San Juan Capistrano,california
2056,San Juan Capistrano,33.50169,-117.66255,San Juan Capistrano,california
2057,San Juan Capistrano,33.50169,-117.66255,San Juan Capistrano,california
2057,Departamento de Río San Juan,11.33333,-84.58333,San Juan Capistrano,california
2058,San Lorenzo de El Escorial,40.58901,-4.14803,San Lorenzo,california
2060,San Luis Obispo County,35.38742,-120.4522,San Luis Obispo,california
2064,Shady Grove,35.94426,-95.09496,Bald Knob,arkansas
2067,Arkansas,34.75037,-92.50044,Beebe,arkansas
2068,Benton County,36.33872,-94.25619,Benton,arkansas
2076,Camden County,30.92249,-81.63639,Camden,arkansas
2081,Clarendon,17.98333,-77.3,Clarendon,arkansas
2081,Monroe County,43.16512,-77.63626,Clarendon,arkansas
2085,Conway County,35.26221,-92.70132,Conway,arkansas
2086,Cotter,36.27118,-92.53544,Cotter,arkansas
2089,Town of Avon,41.79067,-72.85384,DeQueen,arkansas
2092,North Slope Borough,69.25056,-152.00056,Eagle River,arkansas
2095,Evansville,37.97476,-87.55585,Evansville,arkansas
2097,Fort Smith,35.38592,-94.39855,Fort Smith,arkansas
2099,Grant County,32.73901,-108.38225,Grant County,arkansas
2101,Gravel Ridge,34.86842,-92.1907,Gravel Ridge,arkansas
2111,Arkansas,34.75037,-92.50044,Jonesboro,arkansas
2113,Craighead Lake,35.53813,-84.41965,Jonesboro,arkansas
2113,Jonesboro,33.5215,-84.35381,Jonesboro,arkansas
2115,Camp Adair (historical),44.7,-123.20833,Adair Village,oregon
2115,Kanton Basel-Landschaft,47.50438,7.70444,Adair Village,oregon
2117,Jonesboro,33.5215,-84.35381,Jonesboro,arkansas
2119,Leola,34.16954,-92.59099,Leola,arkansas
2120,Little Rock,34.74648,-92.28959,Little Rock,arkansas
2121,Little Rock,34.74648,-92.28959,Little Rock,arkansas
2122,Little Rock,34.74648,-92.28959,Little Rock,arkansas
2123,Little Rock,34.74648,-92.28959,Little Rock,arkansas
2124,Little Rock,34.74648,-92.28959,Little Rock,arkansas
2125,Little Rock,34.74648,-92.28959,Little Rock,arkansas
2126,Little Rock,34.74648,-92.28959,Little Rock,arkansas
2131,Riverside County,33.74368,-115.99386,McCrory,arkansas
2131,McCrory,35.2562,-91.20012,McCrory,arkansas
2132,Old Philadelphia Cemetery,36.11062,-91.86681,Melbourne,arkansas
2133,Old Pioneer Cemetery,40.66895,-81.25622,Mena,arkansas
2136,Mountain View,35.86841,-92.11765,Mountain View,arkansas
2137,Mountain View,35.86841,-92.11765,Mountain View,arkansas
2138,North Little Rock,34.76954,-92.26709,North Little Rock,arkansas
2138,Temple Hall,18.10471,-76.81818,North Little Rock,arkansas
2139,North Little Rock,34.76954,-92.26709,North Little Rock,arkansas
2139,Meyers Chuck,55.74083,-132.25639,North Little Rock,arkansas
2140,North Little Rock,34.76954,-92.26709,North Little Rock,arkansas
2141,North Little Rock,34.76954,-92.26709,North Little Rock,arkansas
2142,North Little Rock,34.76954,-92.26709,North Little Rock,arkansas
2142,City of Oak Grove,45.34065,-93.32639,North Little Rock,arkansas
2143,Village of Old Mill Creek,42.43273,-87.97851,North Little Rock,arkansas
2143,North Little Rock,34.76954,-92.26709,North Little Rock,arkansas
2144,North Carolina,35.50069,-80.00032,North of Cedarville,arkansas
2147,Albany,42.65258,-73.75623,Albany,oregon
2148,Albany,42.65258,-73.75623,Albany,oregon
2149,Ashland County,40.84602,-82.27069,Ashland,oregon
2154,Drake,47.92417,-100.37236,Bend,oregon
2154,Fort Bend County,29.52749,-95.77089,Bend,oregon
2156,Beaverton,45.48706,-122.80371,Beaverton,oregon
2156,Canyon County,43.62513,-116.70929,Beaverton,oregon
2160,New Castle County,39.57833,-75.63898,Burns,oregon
2160,Burns,43.58626,-119.0541,Burns,oregon
2161,Canby,45.2629,-122.69259,Canby,oregon
2163,Cannon Beach,45.89177,-123.96153,Cannon Beach,oregon
2163,Lincoln City,44.95816,-124.01789,Cannon Beach,oregon
2164,Oregon,44.00013,-120.50139,Cave Junction,oregon
2165,Central Point,42.37596,-122.91643,Central Point,oregon
2168,Corvallis,44.56457,-123.26204,Corvallis,oregon
2172,Culver City,34.02112,-118.39647,Culver,oregon
2174,Arkansas,34.75037,-92.50044,Paragould,arkansas
2175,Town of North Collins,42.57083,-78.86381,Paragould,arkansas
2177,Pea Ridge,36.45396,-94.1152,Pea Ridge,arkansas
2178,Piggott,36.38284,-90.19065,Piggott,arkansas
2179,Hudson Cemetery,46.09872,-122.99428,Pine Bluff,arkansas
2179,Pine Bluff,34.22843,-92.0032,Pine Bluff,arkansas
2182,Boggy Creek Tank,-29.96667,149.61667,Rogers,arkansas
2183,Rogers County,36.37157,-95.60436,Rogers,arkansas
2184,Rush County,38.52316,-99.30924,Rush,arkansas
2184,Buffalo River,-36.63333,146.68333,Rush,arkansas
2189,Sardis,34.43705,-89.91592,Sardis,arkansas
2191,Little Rock,34.74648,-92.28959,Scott,arkansas
2191,Large Pied,50.61308,4.01728,Scott,arkansas
2193,Fort Smith,35.38592,-94.39855,Sebastian,arkansas
2194,Sheridan County,42.50477,-102.40896,Sheridan,arkansas
2194,Talladega Courthouse Square Historic District,33.43489,-86.10275,Sheridan,arkansas
2202,Oregon,44.00013,-120.50139,Damascus,oregon
2202,Damascus,33.5102,36.29128,Damascus,oregon
2210,Eugene,44.05207,-123.08675,Eugene,oregon
2211,Eugene,44.05207,-123.08675,Eugene,oregon
2212,Us,49.1,1.96667,Eugene,oregon
2213,Eugene,44.05207,-123.08675,Eugene,oregon
2214,Woodland Park,38.99388,-105.05693,Eugene,oregon
2214,Eugene,44.05207,-123.08675,Eugene,oregon
2215,Heceta Beach County Park,44.03651,-124.13318,Florence,oregon
2217,Forest Grove,45.51984,-123.11066,Forest Grove,oregon
2217,Washington County,45.03873,-92.88396,Forest Grove,oregon
2220,Forest Grove,45.51984,-123.11066,Forest Grove,oregon
2220,Garden Grove,33.77391,-117.94145,Forest Grove,oregon
2221,Gales Creek,45.5865,-123.21483,Gales Creek,oregon
2224,Oregon,44.00013,-120.50139,Gold Hill,oregon
2224,Rock Point,36.71806,-109.62594,Gold Hill,oregon
2225,City of Gervais,45.10779,-122.89619,Gervais,oregon
2232,City of Jacksonville,30.33699,-81.66018,Jacksonville,oregon
2233,Keizer,44.99012,-123.02621,Keizer,oregon
2234,Vilonia,35.08398,-92.20793,Vilonia,arkansas
2236,Warren County,41.33437,-93.56136,Warren,arkansas
2236,Cleveland County,33.89836,-92.18514,Warren,arkansas
2239,Woodson County,37.88667,-95.74017,Woodson,arkansas
2239,Pine Bluff,34.22843,-92.0032,Woodson,arkansas
2245,La Grande Béroche,46.91627,6.79368,La Grande,oregon
2245,Candy Cane Park,45.31985,-118.08522,La Grande,oregon
2246,Hot Lake,45.24458,-117.95771,La Grande,oregon
2246,La Grande Béroche,46.91627,6.79368,La Grande,oregon
2247,Lafayette County,34.35675,-89.48492,Lafayette,oregon
2254,Providence,41.82399,-71.41283,Mount Angel,oregon
2254,Mount Angel,45.0679,-122.80009,Mount Angel,oregon
2255,Little Crater Lake Geological Area,45.14845,-121.7523,Mount Hood National Forest,oregon
2255,Mount Hood Village,45.3554,-121.98064,Mount Hood National Forest,oregon
2258,Yaquina Bay State Recreation Site,44.62373,-124.06317,Newport,oregon
2259,North Bend,43.4065,-124.22428,North Bend,oregon
2260,Kingston Interchange Underpass,-42.97,147.31,Nyssa,oregon
2261,Ontario,49.25014,-84.49983,Ontario,oregon
2261,Oregon,44.00013,-120.50139,Ontario,oregon
2261,Grand Canyon of the Snake River,45.65961,-116.47181,Ontario,oregon
2262,McLoughlin,45.61067,-122.60093,Oregon city,oregon
2262,Oregon,44.00013,-120.50139,Oregon city,oregon
2263,Eastern Oregon Regional Airport,45.6943,-118.84166,Pendleton,oregon
2266,Pendleton County,38.68073,-79.35089,Pendleton,oregon
2268,Pendleton County,38.68073,-79.35089,Pendleton,oregon
2268,Kulnura Pioneer Park,-33.226,151.2232,Pendleton,oregon
2269,Pendleton County,38.68073,-79.35089,Pendleton,oregon
2270,Portland,18.13333,-76.53333,Portland,oregon
2270,Cathedral Park,49.06644,-120.18573,Portland,oregon
2272,Portland,18.13333,-76.53333,Portland,oregon
2276,Hollywood,26.0112,-80.14949,Portland,oregon
2278,Portland,18.13333,-76.53333,Portland,oregon
2279,Portland,18.13333,-76.53333,Portland,oregon
2283,Griffin Oaks Park (historical),45.53963,-122.9642,Portland,oregon
2283,Portland,18.13333,-76.53333,Portland,oregon
2285,Portland,18.13333,-76.53333,Portland,oregon
2286,Portland,18.13333,-76.53333,Portland,oregon
2287,Portland,18.13333,-76.53333,Portland,oregon
2288,Portland,18.13333,-76.53333,Portland,oregon
2289,California,37.25022,-119.75126,In California Page 1,california
2290,Portland,18.13333,-76.53333,Portland,oregon
2291,Portland,18.13333,-76.53333,Portland,oregon
2294,Portland,18.13333,-76.53333,Portland,oregon
2294,Willamette River Airstrip (historical),45.5554,-122.70954,Portland,oregon
2296,Papers Lake,35.8828,-107.4033,Roseburg,oregon
2300,South Africa,-29.0,24.0,Salem,oregon
2302,Denny’s School,33.5982,73.061,Salem,oregon
2302,Salem,44.9429,-123.0351,Salem,oregon
2303,Lake Elsinore,33.66808,-117.32726,Salem,oregon
2305,Salem,44.9429,-123.0351,Salem,oregon
2306,Salem,44.9429,-123.0351,Salem,oregon
2309,Salem,44.9429,-123.0351,Salem,oregon
2311,Oregon,44.00013,-120.50139,Salem,oregon
2312,Salem,44.9429,-123.0351,Salem,oregon
2313,Oregon,44.00013,-120.50139,Salem,oregon
2313,Gaya Town C D Block,24.81748,84.98641,Salem,oregon
2317,Sheridan County,42.50477,-102.40896,Sheridan,oregon
2321,Agoura,34.14306,-118.73787,Agoura,california
2322,Battery Marina Village,32.37881,-80.71955,Alameda,california
2327,Alhambra,34.09529,-118.12701,Alhambra,california
2327,Phoenix Islands,-2.808,-171.678,Alhambra,california
2333,Altadena,34.18973,-118.13118,Altadena,california
2334,Altadena,34.18973,-118.13118,Altadena,california
2336,Anaheim,33.83529,-117.9145,Anaheim,california
2337,Anaheim,33.83529,-117.9145,Anaheim,california
2338,Anaheim,33.83529,-117.9145,Anaheim,california
2343,Anaheim Hills,33.84446,-117.77728,Anaheim Hills,california
2348,Contra Costa County,37.92342,-121.95121,Antioch,california
2349,Town of Brentwood,42.98894,-71.04474,Antioch,california
2349,Antioch,38.00492,-121.80579,Antioch,california
2350,Antioch,38.00492,-121.80579,Antioch,california
2351,Antioch,38.00492,-121.80579,Antioch,california
2357,Washington,47.50012,-120.50147,Tigard,oregon
2359,Portland,18.13333,-76.53333,Troutdale,oregon
2359,Springfield,39.80172,-89.64371,Troutdale,oregon
2360,Garden City,37.97169,-100.87266,Umatilla,oregon
2365,Wilsonville,45.29984,-122.77371,Wilsonville,oregon
2366,Wolf Creek,41.33327,-111.82716,Wolf Creek,oregon
2367,Woodburn,45.14373,-122.85537,Woodburn,oregon
2368,Antioch,38.00492,-121.80579,Antioch,california
2369,City and County of San Francisco,37.77823,-122.4425,Antioch,california
2370,Monastero di Vasco,44.34033,7.82264,Antioch,california
2371,Apple Valley,44.73191,-93.21772,Apple Valley,california
2373,Nueva Arcadia,15.08,-88.69,Arcadia,california
2374,Dominican Republic,19.0,-70.66667,Arcadia,california
2376,California,37.25022,-119.75126,Arcadia,california
2376,Nueva Arcadia,15.08,-88.69,Arcadia,california
2377,Santa Anita Huiloac,19.38841,-98.14362,Arcadia,california
2378,First Avenue South Bridge,47.54232,-122.33401,Arcadia,california
2379,Santa Anita Huiloac,19.38841,-98.14362,Arcadia,california
2384,Alice Springs,-23.69748,133.88362,Arroyo Grande,california
2386,Castle Air Museum,37.36661,-120.57825,Atwater,california
2393,The Central Park,22.31715,114.16182,Bakersfield,california
2393,Bakersfield,35.37329,-119.01871,Bakersfield,california
2394,Bakersfield,35.37329,-119.01871,Bakersfield,california
2397,Highland County,39.18474,-83.60097,Bakersfield,california
2402,Bakersfield,35.37329,-119.01871,Bakersfield,california
2402,Pioneer Village,38.06062,-85.67774,Bakersfield,california
2407,Bay Point,38.02909,-121.96163,Bay Point,california
2408,Pennsylvania,40.8,-77.7,Beaumont,california
2417,Waterdog Lake,39.55616,-106.49376,Belmont,california
2417,Belmont County,40.0158,-80.98854,Belmont,california
2426,Bodie,38.21214,-119.01209,Bodie,california
2428,Boulder Creek,37.12606,-122.12219,Boulder Creek,california
2429,Yorba Linda,33.88863,-117.81311,Boyle Heights,california
2432,Brea Canyon,33.90696,-117.91534,Brea Canyon Road,california
2433,Mount Saint Lenard,-28.67343,153.01853,Brentwood,california
2434,Mount Saint Lenard,-28.67343,153.01853,Brentwood,california
2435,Santa Cruz Province,-49.0,-70.0,Brookdale,california
2436,Kanton Basel-Landschaft,47.50438,7.70444,Buena Park,california
2440,Hot Springs County,43.71893,-108.4421,Byron,california
2444,Calico Rock,36.11951,-92.13599,Calico,california
2447,El Charro,21.20458,-104.31115,Calexico,california
2448,Camarillo,34.21639,-119.0376,Camarillo,california
2448,Channel Islands Beach,34.15806,-119.22316,Camarillo,california
2449,California,37.25022,-119.75126,Camarillo,california
2450,Cameron Park,25.96452,-97.47665,Cameron Park,california
2451,Camp Pendleton South,33.22844,-117.37929,Camp Pendleton,california
2455,Alabama,32.75041,-86.75026,Canoga Park,california
2456,Canyon County,43.62513,-116.70929,Canyon Lake,california
2458,Capitola,36.97523,-121.95329,Capitola,california
2463,Provincia de San Pedro de Macorís,18.5,-69.33333,Carson,california
2463,Los Angeles,34.05223,-118.24368,Carson,california
2465,Ravine Chabot,14.00051,-60.97617,Castro Valley,california
2468,Inyo Mountains Wilderness,36.78038,-117.954,Cerro Gordo,california
2472,Departamento de Río Chico,-48.25,-71.0,Chico,california
2473,City of Chino Hills,33.95077,-117.72534,Chino,california
2474,Chowchilla,37.123,-120.26018,Chowchilla,california
2474,Bowling Alley Point,-31.39562,151.13966,Chowchilla,california
2478,Chualar,36.57052,-121.51855,Chualar,california
2479,Chula Vista,32.64005,-117.0842,Chula Vista,california
2481,Aswan Botanical Garden,24.09366,32.88695,Claremont,california
2481,Claremont,34.09668,-117.71978,Claremont,california
2485,Thompson Creek,-25.93333,146.55,Claremont,california
2486,Contra Costa County,37.92342,-121.95121,Clayton,california
2487,City and County of San Francisco,37.77823,-122.4425,Clayton,california
2488,Clayton County,33.54189,-84.35769,Clayton,california
2488,California,37.25022,-119.75126,Clayton,california
2489,Clayton County,33.54189,-84.35769,Clayton,california
2490,Santa Cruz Province,-49.0,-70.0,Clayton,california
2491,Modoc County,41.58985,-120.72497,Clear Lake,california
2491,Clear Lake,44.7458,-96.68256,Clear Lake,california
2492,Sierra Vista,31.55454,-110.30369,Clovis,california
2494,Santa Coloma de Gramenet,41.45251,2.2116,Coloma,california
2496,Forbes Pioneer Cemetery,-33.38427,148.0351,Coloma,california
2497,Sheridan County,42.50477,-102.40896,Coloma,california
2498,Sierra Nevada,37.095,-3.3969,Coloma,california
2504,Commerce,34.00057,-118.15979,Commerce,california
2504,Veterans Park,-35.2769,149.13021,Commerce,california
2506,California,37.25022,-119.75126,Concord,california
2509,Villa Corona,20.39885,-103.68891,Corona,california
2509,Canyon Road Towers Condominium,40.77217,-111.8866,Corona,california
2510,El Cerrito,37.91576,-122.31164,Corona,california
2512,Coronado,32.68589,-117.18309,Coronado,california
2513,Costa Mesa,33.64113,-117.91867,Costa Mesa,california
2514,Costa Mesa,33.64113,-117.91867,Costa Mesa,california
2516,Crescent City,41.75595,-124.20175,Covina,california
2516,West Covina,34.06862,-117.93895,Covina,california
2518,Mecklenburg-Western Pomerania,53.83333,12.5,Crockett,california
2521,San Mateo County,37.43621,-122.35566,Daly City,california
2522,Jefferson Davis Parish,30.26772,-92.81412,Davis,california
2522,Old City,15.3551,44.2145,Davis,california
2524,Arganda del Rey,40.29637,-3.44945,Del Rey,california
2525,Delano,35.76884,-119.24705,Delano,california
2525,Browning Road Park,35.68745,-119.22205,Delano,california
2533,Disneyland Park Paris,48.86785,2.77863,Disneyland,california
2534,Disneyland Park Paris,48.86785,2.77863,Disneyland,california
2537,Caribbean,20.38583,-72.33398,Disneyland,california
2537,Disneyland Park Paris,48.86785,2.77863,Disneyland,california
2538,Space Mountain,33.81098,-117.91752,Disneyland,california
2541,Disneyland Park Paris,48.86785,2.77863,Disneyland,california
2546,Downey,33.94001,-118.13257,Downey,california
2546,Rio de Janeiro,-22.25,-42.5,Downey,california
2547,Downieville,39.55934,-120.82689,Downieville,california
2550,Dublin,53.33306,-6.24889,Dublin,california
2550,San Joaquin County,37.93478,-121.27145,Dublin,california
2553,East Highland Park,37.58098,-77.40693,East Highland,california
2554,East Los Angeles,34.0239,-118.17202,East Los Angeles,california
2555,East Los Angeles,34.0239,-118.17202,East Los Angeles,california
2556,East Los Angeles,34.0239,-118.17202,East Los Angeles,california
2557,East Los Angeles,34.0239,-118.17202,East Los Angeles,california
2558,East Los Angeles,34.0239,-118.17202,East Los Angeles,california
2559,East Los Angeles,34.0239,-118.17202,East Los Angeles,california
2560,East Los Angeles,34.0239,-118.17202,East Los Angeles,california
2560,Hollenbeck,53.43546,9.46312,East Los Angeles,california
2561,East San Jose Elementary,35.0625,-106.64639,East San Jose,california
2563,Edwards Air Force Base,34.91537,-117.89331,Edwards Air Force Base,california
2564,El Cajon,32.79477,-116.96253,El Cajon,california
2565,El Centro,32.792,-115.56305,El Centro,california
2565,Central Visayas,10.35815,123.87085,El Centro,california
2566,Central Visayas,10.35815,123.87085,El Centro,california
2566,El Centro,32.792,-115.56305,El Centro,california
2567,El Centro,32.792,-115.56305,El Centro,california
2568,El Centro,32.792,-115.56305,El Centro,california
2569,El Centro,32.792,-115.56305,El Centro,california
2569,Imperial Valley College,32.8286,-115.50385,El Centro,california
2570,El Centro,32.792,-115.56305,El Centro,california
2571,El Dorado County,38.77874,-120.52465,El Dorado,california
2572,El Monte,34.06862,-118.02757,El Monte,california
2573,El Monte,34.06862,-118.02757,El Monte,california
2574,El Monte,34.06862,-118.02757,El Monte,california
2576,Encino,6.05337,-73.06736,Encino,california
2578,Fort Humboldt State Historic Park,40.77735,-124.18784,Eureka,california
2579,River Nile,19.0,33.2,Fair Oaks,california
2581,Santa Margarita River,12.03333,124.66667,Fallbrook,california
2585,Fallbrook,33.37642,-117.25115,Fallbrook,california
2585,Live Oak Park,37.88437,-122.26886,Fallbrook,california
2591,Republic of Sierra Leone,8.5,-11.5,Fontana,california
2593,Cherry County,42.54493,-101.11858,Fontana,california
2593,Francavilla Fontana,40.53063,17.58521,Fontana,california
2593,Blue Crane Route,-32.77816,25.41309,Fontana,california
2600,Fort Bragg,35.139,-79.00603,Fort Bragg,california
2600,Pudding Creek,37.16236,-75.87159,Fort Bragg,california
2601,Fort Bragg,35.139,-79.00603,Fort Bragg,california
2602,Fort Bragg,35.139,-79.00603,Fort Bragg,california
2602,Green Acres Park Mobile Home Park,38.96281,-95.69295,Fort Bragg,california
2603,Fort Bragg,35.139,-79.00603,Fort Bragg,california
2604,Fort Bragg,35.139,-79.00603,Fort Bragg,california
2605,Foster County,47.45708,-98.88302,Foster City,california
2608,North Bay Street Heights,27.983,-82.4447,Fremont,california
2609,Fremont County,38.47297,-105.43966,Fremont,california
2610,Fremont County,38.47297,-105.43966,Fremont,california
2610,Canyon County,43.62513,-116.70929,Fremont,california
2611,Departamento de San José,-34.25,-56.75,Fremont,california
2611,Mission San Jose de Guadalupe,37.53271,-121.91913,Fremont,california
2612,Ex Mission San Buenaventura,34.35972,-119.17622,Fremont,california
2614,Washington,47.50012,-120.50147,Fremont,california
2617,Fresno County,36.75818,-119.64932,Fresno,california
2619,Fresno County,36.75818,-119.64932,Fresno,california
2626,Fullerton,33.87029,-117.92534,Fullerton,california
2630,Fullerton,33.87029,-117.92534,Fullerton,california
2630,Ralphs Lake Dam,39.695,-94.76191,Fullerton,california
2632,Garden City,37.97169,-100.87266,Garden Grove,california
2632,Long Beach,33.76696,-118.18923,Garden Grove,california
2633,Garden City,37.97169,-100.87266,Garden Grove,california
2634,Garden City,37.97169,-100.87266,Garden Grove,california
2635,Georgetown,6.80448,-58.15527,Georgetown,california
2638,Warm Springs,44.76345,-121.26616,Geyserville,california
2640,Gilroy,37.00578,-121.56828,Gilroy,california
2642,West Jaintia Hills,25.5,92.25,Gilroy,california
2644,South Valley Stream,40.65594,-73.71763,Gilroy,california
2646,Glen Ellen,38.36408,-122.52415,Glen Ellen,california
2647,Brand Park,-29.4485,149.8346,Glendale,california
2647,Glendale,33.53865,-112.18599,Glendale,california
2658,Mays Canyon,45.51346,-120.8145,Guerneville,california
2659,Half Moon Bay,37.46355,-122.42859,Half Moon Bay,california
2664,Hanford,36.32745,-119.64568,Hanford,california
2667,Devonian Harbor Park,49.29413,-123.13467,Harbor City,california
2667,Grays Harbor County,47.14445,-123.82847,Harbor City,california
2668,Hawthorne,33.9164,-118.35257,Hawthorne,california
2669,Redondo Beach,33.84918,-118.38841,Hawthorne Blvd,california
2679,SCE San Jacinto Valley Service Center Heliport,33.74111,-117.15111,Hemet/San Jacinto,california
2680,Santa Fe Province,-31.0,-61.0,Hemet,california
2682,Franklin County,39.92742,-77.72127,Highland Park,california
2682,Highland Park,42.18169,-87.80034,Highland Park,california
2683,Laurel Canyon Park,34.12167,-118.37897,Hollywood,california
2683,Hollywood,26.0112,-80.14949,Hollywood,california
2683,Lookout Mountain,34.99424,-85.3494,Hollywood,california
2684,Hollywood,26.0112,-80.14949,Hollywood,california
2687,Alpine,32.83505,-116.76641,Hollywood,california
2688,El Compadre,32.34173,-116.24077,Hollywood,california
2688,Hollywood,26.0112,-80.14949,Hollywood,california
2689,Hollywood,26.0112,-80.14949,Hollywood,california
2690,Hollywood,26.0112,-80.14949,Hollywood,california
2691,Hollywood,26.0112,-80.14949,Hollywood,california
2692,Hollywood,26.0112,-80.14949,Hollywood,california
2696,Hollywood,26.0112,-80.14949,Hollywood,california
2698,Hollywood,26.0112,-80.14949,Hollywood,california
2700,Hollywood,26.0112,-80.14949,Hollywood,california
2701,Hollywood,26.0112,-80.14949,Hollywood,california
2702,Vogue Motel Nanjing,31.89942,118.77045,Hollywood,california
2702,Hollywood,26.0112,-80.14949,Hollywood,california
2703,Hollywood,26.0112,-80.14949,Hollywood,california
2709,Huntington Beach,33.6603,-117.99923,Huntington Beach,california
2713,Sunset Ranch,30.63214,-88.14083,Imperial,california
2714,Kingdom of Spain,40.0,-4.0,Imperial Valley,california
2714,United Kingdom of Great Britain and Northern Ireland,54.75844,-2.69531,Imperial Valley,california
2716,Inglewood Park,28.0652,-82.4573,Inglewood,california
2718,Irvine,33.66946,-117.82311,Irvine,california
2720,Orange Walk District,17.76667,-88.8,Irvine,california
2721,University of California Irvine Medical Center,33.7882,-117.89007,Irvine,california
2721,Irvine,33.66946,-117.82311,Irvine,california
2724,Keddie,40.01489,-120.96107,Keddie,california
2725,Keene,42.93369,-72.27814,Keene,california
2727,Kerman Province,29.75,57.25,Kerman,california
2728,Kerman Province,29.75,57.25,Kerman,california
2731,East Azerbaijan Province,38.0,46.75,Kern County/ Bakersfield,california
2731,West Bengal,24.0,88.0,Kern County/ Bakersfield,california
2734,La Habra Heights,33.96085,-117.95062,La Habra,california
2735,La Habra Heights,33.96085,-117.95062,La Habra,california
2735,Friendly Hills,38.75623,-76.98886,La Habra,california
2736,La Habra Heights,33.96085,-117.95062,La Habra,california
2736,Victorian Acres RV Park and Campground,40.6625,-95.85028,La Habra,california
2737,La Habra Heights,33.96085,-117.95062,La Habra,california
2738,La Habra Heights,33.96085,-117.95062,La Habra Heights,california
2739,La Jolla,32.84727,-117.2742,La Jolla,california
2740,La Mirada,33.91724,-118.01201,La Mirada,california
2741,Rock Creek Park,38.70249,-104.83914,La Mirada,california
2741,La Mirada,33.91724,-118.01201,La Mirada,california
2742,La Mirada,33.91724,-118.01201,La Mirada,california
2743,La Puente,34.02001,-117.94951,La Puente,california
2744,La Puente,34.02001,-117.94951,La Puente,california
2745,La Puente,34.02001,-117.94951,La Puente,california
2746,La Puente,34.02001,-117.94951,La Puente,california
2746,Puente Hills Landfill,34.02139,-118.01194,La Puente,california
2747,La Quinta,33.66336,-116.31001,La Quinta,california
2749,La Verne,34.10084,-117.76784,La Verne,california
2750,Lafayette Park,40.09177,-75.3963,Lafayette,california
2751,City of Laguna Hills,33.5918,-117.69905,Laguna Hills,california
2752,City of Laguna Hills,33.5918,-117.69905,Laguna Woods,california
2752,Laguna Woods,33.6103,-117.72533,Laguna Woods,california
2753,Birmingham,52.48142,-1.89983,Lake Balboa,california
2753,Lake Balboa,34.19206,-118.49317,Lake Balboa,california
2754,Lake Elsinore,33.66808,-117.32726,Lake Elsinore,california
2755,Lake Elsinore,33.66808,-117.32726,Lake Elsinore,california
2757,Lake Elsinore,33.66808,-117.32726,Lake Elsinore,california
2758,Lake Elsinore,33.66808,-117.32726,Lake Elsinore,california
2758,Main Street City Park,45.42928,-122.77482,Lake Elsinore,california
2759,Lake Forrest Subdivision Dam,34.07512,-82.56819,Lake Forrest,california
2760,Lake Hughes,34.67693,-118.44536,Lake Hughes,california
2762,Lakewood,39.70471,-105.08137,Lakewood,california
2763,Lancaster County,40.78417,-96.68776,Lancaster,california
2770,San Joaquin County,37.93478,-121.27145,Lathrop,california
2771,Kentucky,38.20042,-84.87762,Lemongrove,california
2772,Kings River Elementary School,41.78434,-118.24655,Lemoore,california
2776,Lennox,33.93807,-118.35258,Lennox,california
2779,Livermore,37.68187,-121.76801,Livermore,california
2785,Lompoc,34.63915,-120.45794,Lompoc,california
2787,Long Beach,33.76696,-118.18923,Long Beach,california
2788,Long Beach,33.76696,-118.18923,Long Beach,california
2789,Long Beach,33.76696,-118.18923,Long Beach,california
2791,Long Beach,33.76696,-118.18923,Long Beach,california
2792,Long Beach,33.76696,-118.18923,Long Beach,california
2793,Long Beach,33.76696,-118.18923,Long Beach,california
2795,Long Beach,33.76696,-118.18923,Long Beach,california
2796,Los Angeles,34.05223,-118.24368,Los Angeles,california
2797,Los Angeles,34.05223,-118.24368,Los Angeles,california
2798,Los Angeles,34.05223,-118.24368,Los Angeles,california
2799,Los Angeles,34.05223,-118.24368,Los Angeles,california
2800,Belmont County,40.0158,-80.98854,Los Angeles,california
2800,Los Angeles,34.05223,-118.24368,Los Angeles,california
2801,Los Angeles,34.05223,-118.24368,Los Angeles,california
2802,Boyle Heights,34.0339,-118.20535,Los Angeles,california
2802,Los Angeles,34.05223,-118.24368,Los Angeles,california
